accommodates,bathrooms,bedrooms,beds,avg_rating,number_of_reviews,calculated_host_listings_count,host_response_rate,host_is_superhost,neighbourhood_cleansed,property_type,price
4,2.5,2.0,2.0,4.839999999999999,138,71,1.0,t,Ward 115,Entire rental unit,7.561121589530238
2,1.0,1.0,1.0,4.96,7,3,1.0,t,Ward 54,Entire guest suite,8.180320874773685
2,1.0,1.0,1.0,4.814285714285715,75,3,1.0,f,Ward 4,Entire guest suite,6.470799503782602
2,1.0,1.0,1.0,4.902857142857143,78,3,1.0,t,Ward 54,Entire guest suite,7.719129840906732
2,1.0,1.0,1.0,4.96,7,2,1.0,f,Ward 115,Entire rental unit,7.40184157874383
4,2.0,2.0,2.0,4.827142857142857,217,37,1.0,f,Ward 115,Entire rental unit,7.665284718471351
2,1.0,1.0,1.0,4.878571428571429,13,3,1.0,f,Ward 84,Entire rental unit,6.206575926724928
4,2.0,2.0,2.0,5.0,1,21,1.0,f,Ward 115,Entire rental unit,8.391629968440892
2,1.0,1.0,1.0,4.744285714285714,151,4,1.0,t,Ward 54,Entire rental unit,7.538494999413465
6,3.0,3.0,4.0,4.93,522,4,1.0,t,Ward 54,Entire guest suite,8.764209507142004
4,2.0,2.0,3.0,4.384285714285714,23,145,0.99,f,Ward 115,Entire rental unit,7.504942068396171
2,1.0,1.0,1.0,4.928571428571429,10,1,1.0,f,Ward 74,Entire guest suite,7.009408932708637
2,1.0,1.0,1.0,3.857142857142857,2,1,1.0,f,Ward 115,Entire rental unit,6.714170529909472
2,1.0,0.0,1.0,4.942857142857143,50,4,1.0,t,Ward 115,Entire rental unit,6.985641817639208
4,2.0,2.0,2.0,4.707142857142857,20,126,1.0,t,Ward 115,Entire rental unit,7.862112211662748
7,2.0,4.0,5.0,4.844285714285713,8,1,1.0,f,Ward 69,Entire home,8.235625719964311
6,3.5,3.0,3.0,4.748571428571429,76,4,0.08,f,Ward 54,Entire serviced apartment,8.333991247194975
2,1.0,1.0,1.0,4.8185714285714285,18,49,1.0,f,Ward 54,Entire rental unit,6.714170529909472
2,1.0,1.0,1.0,4.6657142857142855,12,7,0.55,f,Ward 2,Entire rental unit,6.253828811575473
7,1.5,2.0,2.0,3.857142857142857,4,4,0.93,f,Ward 74,Entire vacation home,8.1101268019411
3,1.0,1.0,2.0,4.952857142857142,35,1,1.0,t,Ward 64,Entire condo,6.695798917058491
2,1.0,1.0,1.0,5.0,3,2,0.9,f,Ward 115,Entire rental unit,7.275172319452771
2,1.5,1.0,1.0,4.142857142857143,1,8,1.0,f,Ward 115,Room in hotel,8.509362612301048
7,3.0,4.0,4.0,4.571428571428571,1,22,1.0,f,Ward 55,Entire villa,7.3783837129967145
2,1.0,1.0,1.0,4.975714285714285,23,1,1.0,f,Ward 115,Entire rental unit,6.393590753950631
12,2.0,4.0,8.0,4.662857142857143,8,10,1.0,f,Ward 70,Entire home,8.853808274977197
2,1.0,1.0,1.0,4.9071428571428575,80,6,1.0,t,Ward 54,Private room in home,6.39024066706535
4,2.0,2.0,3.0,4.988571428571428,73,1,1.0,t,Ward 107,Entire rental unit,7.317876198626496
2,1.0,1.0,2.0,4.934285714285714,90,1,0.8,t,Ward 3,Entire guesthouse,6.113682179832232
7,2.5,3.0,4.0,5.0,2,1,1.0,t,Ward 69,Entire villa,8.4071550862073
2,2.5,2.0,3.0,5.0,1,1,1.0,f,Ward 61,Private room in home,6.856461984594587
6,3.5,4.0,4.0,4.938571428571429,7,1,1.0,t,Ward 59,Entire home,8.740496729931813
2,1.0,1.0,1.0,4.605714285714286,109,7,0.67,f,Ward 54,Private room in home,8.131824785007195
2,1.0,1.0,1.0,4.890000000000001,13,3,0.9,f,Ward 21,Entire guest suite,6.398594934535208
2,0.5,1.0,2.0,4.877142857142857,23,2,1.0,f,Ward 73,Private room in loft,6.490723534502507
2,1.0,1.0,1.0,3.142857142857143,2,4,1.0,f,Ward 58,Private room in guest suite,6.52649485957079
5,2.5,3.0,3.0,4.667142857142857,3,2,1.0,t,Ward 71,Entire home,8.24301946898925
4,1.0,2.0,2.0,4.682857142857143,23,1,1.0,f,Ward 115,Entire rental unit,7.272398392570047
5,2.0,2.0,4.0,4.457142857142857,33,1,1.0,f,Ward 74,Entire rental unit,7.065613363597717
6,2.0,3.0,3.0,4.897142857142858,11,1,1.0,f,Ward 73,Entire home,7.9868449011613825
10,5.5,5.0,5.0,5.0,1,13,0.96,f,Ward 54,Entire home,10.448743588106625
4,1.0,2.0,3.0,3.095714285714286,3,6,0.97,f,Ward 115,Entire rental unit,7.27931883541462
6,3.0,4.0,4.0,4.857142857142857,1,28,0.98,t,Ward 74,Entire home,8.24301946898925
2,1.0,1.0,1.0,4.797142857142857,28,1,1.0,t,Ward 23,Entire guest suite,5.84354441703136
9,2.5,4.0,4.0,4.67,37,2,1.0,t,Ward 58,Entire home,8.561401446080557
2,1.0,1.0,1.0,4.921428571428572,149,1,1.0,t,Ward 77,Entire cottage,6.480044561926653
4,2.0,2.0,3.0,4.904285714285714,119,11,1.0,t,Ward 54,Entire rental unit,9.392745258631441
2,1.0,1.0,2.0,4.964285714285714,21,4,1.0,t,Ward 62,Entire rental unit,7.719129840906732
2,1.0,1.0,1.0,4.812857142857143,154,21,1.0,t,Ward 54,Entire rental unit,7.919719760924575
2,1.0,1.0,1.0,4.857142857142857,1,145,0.99,f,Ward 115,Entire rental unit,7.028201432058005
2,1.0,1.0,1.0,4.821428571428571,4,20,1.0,f,Ward 73,Entire rental unit,7.0967213784947605
2,1.0,1.0,1.0,5.0,4,25,1.0,t,Ward 55,Entire rental unit,7.3783837129967145
2,1.0,0.0,1.0,3.892857142857143,4,108,0.97,f,Ward 115,Entire rental unit,6.683360945766275
4,2.0,2.0,2.0,4.75,4,38,0.98,t,Ward 54,Entire rental unit,8.162516250140179
4,2.0,2.0,3.0,4.884285714285714,11,1,1.0,f,Ward 54,Entire rental unit,8.019941687677365
2,1.0,0.0,1.0,4.661428571428572,130,126,1.0,t,Ward 115,Entire condo,6.946013991099227
2,1.0,1.0,1.0,5.0,4,1,1.0,t,Ward 115,Entire rental unit,7.13966033596492
2,1.0,1.0,1.0,5.0,7,1,1.0,f,Ward 115,Entire rental unit,6.803505257608338
7,2.5,3.0,8.0,4.948571428571428,213,1,1.0,t,Ward 54,Entire guesthouse,8.57583938684897
2,1.0,1.0,0.0,4.684285714285714,72,74,0.89,f,Ward 115,Entire serviced apartment,6.218600119691729
4,1.0,2.0,3.0,4.072857142857143,8,42,1.0,f,Ward 115,Entire rental unit,7.550661243105336
2,1.0,1.0,1.0,4.6414285714285715,6,8,1.0,f,Ward 77,Entire rental unit,7.3796321526095525
2,1.0,1.0,1.0,4.934285714285714,13,1,1.0,f,Ward 60,Entire guest suite,6.53813982376767
6,3.5,3.0,5.0,4.7942857142857145,66,1,1.0,t,Ward 100,Entire home,8.276394704863307
2,1.0,1.0,1.0,4.952857142857143,76,126,1.0,t,Ward 115,Entire rental unit,7.441906728051625
4,1.5,2.0,1.0,5.0,5,3,1.0,t,Ward 64,Entire home,6.90875477931522
3,1.0,1.0,2.0,4.841428571428572,200,126,1.0,t,Ward 115,Entire rental unit,7.430114138561801
4,1.0,2.0,2.0,4.971428571428572,45,1,1.0,t,Ward 77,Entire rental unit,7.039660349862076
4,3.0,2.0,5.0,4.817142857142857,42,2,1.0,f,Ward 61,Entire condo,7.13966033596492
4,3.5,2.0,2.0,4.818571428571429,22,1,1.0,f,Ward 115,Entire home,7.768533300926033
6,3.5,3.0,0.0,4.942857142857143,10,2,1.0,f,Ward 54,Entire villa,8.999742789830492
6,3.0,3.0,4.0,5.0,1,181,0.99,f,Ward 54,Entire rental unit,8.660947155060933
2,1.0,1.0,1.0,4.795714285714285,58,2,1.0,f,Ward 115,Private room in home,5.537334267018537
2,1.0,1.0,1.0,4.7700000000000005,61,126,1.0,t,Ward 115,Entire rental unit,7.063903961472068
2,1.0,1.0,1.0,4.897142857142858,43,2,1.0,t,Ward 115,Entire condo,7.1276936993473985
2,1.0,1.0,1.0,4.752857142857143,26,23,1.0,f,Ward 77,Entire rental unit,7.179307969504034
6,3.5,4.0,3.0,4.8,5,1,1.0,f,Ward 69,Entire villa,9.259225769705994
4,2.0,2.0,2.0,4.884285714285714,21,20,1.0,t,Ward 54,Entire rental unit,8.639587799629844
8,4.0,4.0,4.0,4.357142857142857,2,181,0.99,f,Ward 54,Entire villa,9.27199975236291
2,1.0,0.0,1.0,3.5,2,15,0.97,f,Ward 115,Entire rental unit,6.7464121285733745
4,1.0,2.0,2.0,4.765714285714287,70,1,1.0,t,Ward 54,Entire rental unit,7.037905963447182
14,6.5,6.0,8.0,5.0,2,1,1.0,f,Ward 62,Entire home,9.73890767721833
2,1.5,1.0,1.0,4.838571428571429,47,9,1.0,t,Ward 77,Entire rental unit,7.193685818395112
2,1.0,1.0,1.0,4.144285714285714,7,145,0.99,f,Ward 115,Entire rental unit,6.859614903654202
10,5.0,5.0,5.0,4.948571428571428,127,2,1.0,t,Ward 54,Entire villa,9.781658844170995
2,1.0,1.0,1.0,4.674285714285714,7,2,1.0,f,Ward 8,Entire rental unit,6.55250788703459
4,1.0,2.0,3.0,4.944285714285714,109,2,1.0,f,Ward 61,Entire rental unit,7.232010331664759
7,3.5,4.0,6.0,4.892857142857143,4,5,1.0,t,Ward 64,Entire home,7.418180822726788
8,4.0,4.0,4.0,4.964285714285714,4,32,0.99,f,Ward 115,Entire rental unit,9.686636660844938
4,2.0,2.0,2.0,5.0,2,1,1.0,f,Ward 105,Farm stay,7.796057974316123
7,3.0,3.0,5.0,4.865714285714286,15,4,1.0,t,Ward 4,Entire home,8.249575150000199
4,2.0,2.0,2.0,4.5442857142857145,17,101,1.0,f,Ward 115,Entire rental unit,7.380879035564116
4,2.0,2.0,2.0,4.96,18,3,1.0,t,Ward 15,Entire villa,7.804251383528112
5,1.0,2.0,3.0,4.954285714285715,24,5,1.0,f,Ward 103,Entire rental unit,7.00397413672268
2,1.0,1.0,1.0,4.825714285714286,107,1,1.0,f,Ward 54,Entire rental unit,7.805882040228621
2,1.0,1.0,1.0,4.928571428571429,2,9,1.0,f,Ward 21,Private room in bed and breakfast,7.440146680662688
6,3.5,3.0,3.0,4.522857142857143,3,13,0.96,f,Ward 54,Entire rental unit,10.043292972227004
2,1.0,1.0,1.0,4.88,6,4,1.0,t,Ward 54,Private room in home,7.490529402060711
1,2.0,2.0,2.0,4.928571428571429,2,2,0.9,f,Ward 54,Private room in cottage,6.930494765951626
2,1.0,1.0,1.0,4.97,157,5,1.0,t,Ward 59,Entire guest suite,6.478509642208569
2,1.0,1.0,1.0,4.942857142857142,114,6,1.0,t,Ward 115,Entire rental unit,7.473637108496206
2,1.0,1.0,1.0,4.927142857142857,6,1,1.0,f,Ward 113,Entire rental unit,6.56244409369372
3,1.0,2.0,2.0,4.761428571428572,18,2,1.0,f,Ward 61,Entire guest suite,6.580639137284949
2,1.0,1.0,2.0,4.891428571428571,30,4,1.0,t,Ward 23,Private room in home,6.673297967767654
2,1.0,1.0,1.0,4.859999999999999,8,1,1.0,f,Ward 57,Entire rental unit,6.898714534329988
6,2.5,3.0,4.0,4.624285714285714,11,1,0.5,f,Ward 100,Entire home,8.561401446080557
4,1.0,2.0,2.0,4.3999999999999995,5,2,1.0,f,Ward 86,Entire rental unit,6.826545223556594
2,1.0,1.0,1.0,4.380000000000001,12,145,0.99,f,Ward 115,Entire rental unit,6.844815479208263
2,1.0,1.0,1.0,5.0,2,1,1.0,f,Ward 115,Entire condo,6.559615237493242
6,2.0,3.0,4.0,4.912857142857143,15,1,1.0,t,Ward 115,Entire rental unit,8.059276223305648
4,1.0,2.0,2.0,4.861428571428571,37,51,1.0,t,Ward 77,Entire home,7.3727463664043285
2,1.0,1.0,1.0,4.964285714285715,429,2,1.0,t,Ward 61,Entire rental unit,6.774223886357614
8,0.0,4.0,5.0,4.905714285714287,3,1,1.0,f,Ward 58,Entire home,8.31898612539206
8,0.5,3.0,6.0,4.844285714285713,62,4,1.0,t,Ward 61,Entire place,8.012680929706839
4,2.0,2.0,2.0,5.0,4,2,1.0,f,Ward 5,Entire home,6.928537818164665
4,2.0,2.0,3.0,4.882857142857143,30,22,1.0,t,Ward 64,Entire rental unit,8.268988209506656
8,4.5,4.0,4.0,4.857142857142857,2,1,1.0,f,Ward 59,Entire home,8.853808274977197
2,1.0,1.0,1.0,4.569999999999999,12,1,1.0,f,Ward 107,Entire rental unit,6.42648845745769
4,1.0,2.0,3.0,4.8742857142857146,9,10,1.0,t,Ward 115,Entire rental unit,7.390798521735676
2,1.0,1.0,1.0,4.898571428571429,75,1,1.0,f,Ward 21,Entire guest suite,6.447305862541213
4,1.0,1.0,2.0,4.864285714285714,63,36,0.96,f,Ward 64,Entire rental unit,7.475339236566737
2,1.0,0.0,1.0,4.485714285714287,5,1,1.0,f,Ward 115,Entire rental unit,6.693323668269949
6,2.5,3.0,3.0,4.928571428571429,2,1,1.0,f,Ward 23,Entire home,8.160803920954665
2,1.0,1.0,1.0,4.937142857142857,123,1,1.0,t,Ward 77,Private room in home,7.220373836723949
3,1.0,2.0,2.0,5.0,3,1,1.0,f,Ward 64,Entire rental unit,6.590301048196686
2,1.0,1.0,1.0,5.0,3,11,1.0,t,Ward 54,Entire rental unit,7.336936913707618
2,1.0,1.0,4.0,5.0,5,4,1.0,f,Ward 83,Entire rental unit,7.3783837129967145
4,2.0,2.0,2.0,3.864285714285714,19,108,0.97,f,Ward 115,Entire rental unit,7.444833273892193
3,2.0,2.0,2.0,4.551428571428572,7,1,1.0,f,Ward 53,Entire home,7.0909098220799835
6,2.5,3.0,3.0,4.954285714285715,46,1,1.0,t,Ward 74,Entire home,8.228710798793687
5,3.0,3.0,3.0,4.61142857142857,27,2,0.9,t,Ward 115,Entire home,8.277666160851503
8,3.0,4.0,5.0,4.905714285714287,44,1,1.0,f,Ward 64,Entire home,8.119993827725105
2,1.0,1.0,1.0,4.61,19,4,1.0,f,Ward 10,Private room in guesthouse,6.373319789577012
1,1.0,0.0,1.0,4.86,8,4,1.0,f,Ward 1,Entire rental unit,5.918893854273146
4,2.0,2.0,2.0,4.647142857142858,15,101,1.0,f,Ward 115,Entire rental unit,7.7306140660637395
2,1.0,0.0,1.0,4.571428571428571,4,1,1.0,f,Ward 54,Entire rental unit,6.9726062513017535
4,1.0,1.0,2.0,4.571428571428571,4,5,0.9,f,Ward 115,Entire rental unit,7.390798521735676
4,2.0,2.0,2.0,4.8585714285714285,8,60,0.99,t,Ward 77,Entire home,8.07775756373692
2,1.0,1.0,1.0,4.768571428571428,29,4,1.0,f,Ward 55,Casa particular,7.38770923908104
3,1.0,1.0,2.0,4.964285714285714,4,4,1.0,t,Ward 5,Entire rental unit,6.675823221634848
6,2.0,3.0,4.0,4.62,3,1,1.0,f,Ward 21,Entire home,8.146419323098003
4,1.0,2.0,2.0,4.804285714285713,8,18,0.97,t,Ward 107,Entire rental unit,7.265429723253953
2,1.0,1.0,1.0,4.927142857142856,22,1,1.0,t,Ward 54,Entire rental unit,8.30671904320269
4,2.0,3.0,3.0,4.714285714285714,5,1,1.0,f,Ward 8,Entire villa,8.159946655578548
5,1.0,2.0,3.0,4.628571428571428,8,1,1.0,f,Ward 64,Entire guesthouse,7.208600337960199
3,1.0,1.0,2.0,5.0,1,43,1.0,f,Ward 83,Entire guest suite,7.3783837129967145
2,1.0,1.0,1.0,4.941428571428571,15,3,1.0,t,Ward 113,Entire rental unit,6.386879319362645
12,3.0,4.0,8.0,4.857142857142857,4,7,1.0,f,Ward 62,Entire home,7.880804344674901
2,1.0,1.0,1.0,4.95,120,1,1.0,t,Ward 15,Entire rental unit,6.293419278846481
2,1.0,1.0,1.0,4.522857142857143,15,35,0.98,f,Ward 115,Entire rental unit,7.595889917718538
2,1.0,1.0,1.0,4.665714285714286,125,6,1.0,f,Ward 115,Entire rental unit,7.426549072397305
4,2.0,2.0,2.0,4.644285714285715,95,21,1.0,f,Ward 115,Entire rental unit,7.3833681469923835
4,1.0,2.0,3.0,4.92,251,6,0.98,t,Ward 115,Entire rental unit,7.718240951959316
8,4.0,4.0,8.0,4.772857142857143,64,6,1.0,t,Ward 54,Entire villa,8.839421607620602
4,2.0,2.0,3.0,4.839999999999999,14,1,1.0,f,Ward 100,Entire home,7.242082359256962
4,1.0,2.0,3.0,4.908571428571428,25,1,1.0,t,Ward 64,Entire condo,6.952728644624869
2,1.0,1.0,1.0,4.858571428571429,3,1,1.0,f,Ward 115,Entire rental unit,7.02108396428914
10,4.0,5.0,6.0,4.928571428571429,2,60,1.0,t,Ward 54,Entire home,9.336444248771908
8,4.5,4.0,5.0,4.799999999999999,5,7,0.95,f,Ward 59,Entire home,8.574707097616844
2,1.0,1.0,1.0,4.798571428571429,37,30,1.0,t,Ward 115,Entire rental unit,7.228388451573604
2,1.0,1.0,1.0,4.798571428571429,12,38,1.0,t,Ward 64,Entire rental unit,6.992096427415888
2,1.0,2.0,1.0,5.0,3,1,1.0,f,Ward 116,Private room in home,6.111467339502679
4,1.0,1.0,2.0,4.751428571428572,34,1,1.0,f,Ward 5,Entire guesthouse,6.373319789577012
2,1.0,1.0,1.0,4.938571428571429,30,2,1.0,t,Ward 74,Entire condo,7.9215356321335495
4,2.0,2.0,2.0,4.361428571428572,27,36,0.96,f,Ward 77,Entire rental unit,7.0707241072602764
2,1.0,1.0,2.0,5.0,2,2,0.89,f,Ward 54,Entire rental unit,6.831953565565855
7,3.0,4.0,4.0,4.798571428571428,38,1,1.0,f,Ward 64,Entire home,8.447628728030327
2,1.0,1.0,1.0,4.857142857142857,2,1,0.89,f,Ward 4,Entire rental unit,6.841615476477592
4,2.5,2.0,2.0,4.931428571428571,8,1,1.0,f,Ward 61,Entire home,7.151485463904735
4,1.0,2.0,3.0,4.971428571428571,44,3,1.0,t,Ward 61,Entire cottage,7.5411524551363085
4,2.0,2.0,2.0,4.828571428571429,10,60,0.99,t,Ward 23,Entire townhouse,7.385851078125209
4,2.0,2.0,2.0,5.0,1,1,1.0,f,Ward 83,Entire rental unit,7.3987862754199485
2,1.0,1.0,1.0,4.332857142857144,3,8,0.91,f,Ward 54,Entire serviced apartment,7.155396301896734
2,1.0,0.0,1.0,4.837142857142857,7,47,0.99,t,Ward 54,Entire rental unit,7.395721608602045
4,1.0,1.0,2.0,4.971428571428571,44,1,1.0,t,Ward 62,Entire guesthouse,7.668093709082406
2,1.0,1.0,1.0,4.7299999999999995,44,101,1.0,f,Ward 115,Entire rental unit,6.961296045910167
2,1.0,0.0,1.0,4.841428571428572,8,47,0.99,t,Ward 54,Entire rental unit,7.395721608602045
6,2.0,3.0,4.0,4.974285714285715,16,101,1.0,f,Ward 58,Entire home,8.244859395911256
4,1.0,2.0,3.0,4.882857142857143,12,2,1.0,f,Ward 115,Entire rental unit,7.496097345175956
2,1.0,1.0,1.0,4.122857142857143,14,20,1.0,f,Ward 115,Entire condo,7.215975002651466
2,1.0,1.0,1.0,4.857142857142857,1,3,1.0,t,Ward 115,Entire rental unit,7.271703706887368
3,1.0,0.0,2.0,4.9,131,3,0.96,t,Ward 59,Entire rental unit,7.170888478512505
2,2.0,1.0,1.0,5.0,8,1,1.0,f,Ward 61,Entire loft,7.241366283322318
2,1.0,1.0,1.0,4.832857142857143,74,3,1.0,t,Ward 77,Entire rental unit,7.241366283322318
3,1.0,1.0,1.0,4.934285714285714,32,1,1.0,t,Ward 54,Entire condo,7.824445930877619
2,1.0,1.0,1.0,4.904285714285715,73,45,0.98,t,Ward 54,Entire condo,8.188966863648876
6,2.5,3.0,3.0,4.881428571428572,24,1,1.0,t,Ward 61,Entire villa,8.643297068211963
6,2.0,3.0,3.0,5.0,4,1,1.0,f,Ward 59,Entire home,8.400884069015854
4,1.0,2.0,2.0,4.74,53,2,1.0,t,Ward 115,Entire rental unit,7.645397699428633
2,1.0,1.0,1.0,4.975714285714285,6,4,1.0,t,Ward 54,Private room in home,7.313886831633462
4,2.0,2.0,2.0,4.827142857142857,81,2,0.9,f,Ward 84,Casa particular,8.01102337918644
2,1.0,1.0,1.0,4.082857142857143,9,1,1.0,f,Ward 54,Entire rental unit,6.698268054115413
2,1.0,1.0,1.0,4.948571428571428,11,1,1.0,t,Ward 74,Entire vacation home,7.192182058713246
4,2.5,2.0,2.0,4.951428571428571,24,20,1.0,t,Ward 115,Entire rental unit,9.252345666121213
4,2.0,2.0,3.0,4.785714285714286,2,2,1.0,f,Ward 55,Entire rental unit,7.984462732262196
8,0.0,4.0,3.0,4.571428571428571,1,4,0.9,f,Ward 84,Entire home,8.764209507142004
2,2.0,1.0,1.0,4.551428571428571,27,5,1.0,t,Ward 64,Private room in home,6.19644412779452
4,1.0,1.0,2.0,5.0,2,6,1.0,t,Ward 77,Entire rental unit,6.875232087276577
2,1.0,1.0,1.0,4.938571428571429,7,4,1.0,t,Ward 74,Entire guest suite,6.621405651764134
2,1.0,1.0,1.0,4.428571428571429,1,8,1.0,f,Ward 70,Entire vacation home,6.918695219020472
1,1.0,2.0,2.0,4.834285714285714,19,1,0.5,f,Ward 77,Private room in rental unit,6.803505257608338
4,2.0,2.0,2.0,4.882857142857143,54,70,1.0,t,Ward 54,Entire rental unit,8.39366870513074
4,1.0,0.0,3.0,4.885714285714286,80,4,1.0,t,Ward 74,Entire rental unit,7.0909098220799835
2,1.0,1.0,2.0,3.952857142857142,3,145,0.99,f,Ward 54,Entire rental unit,7.4342573821331355
2,0.5,1.0,1.0,5.0,3,2,0.9,f,Ward 77,Private room in rental unit,6.6039438246004725
2,1.0,1.0,1.0,4.295714285714285,16,36,0.96,f,Ward 115,Entire rental unit,6.559615237493242
4,1.0,2.0,3.0,4.884285714285714,133,3,1.0,t,Ward 74,Entire rental unit,7.400009517162692
3,1.5,2.0,3.0,4.938571428571429,28,6,1.0,t,Ward 69,Entire loft,7.496097345175956
2,1.0,1.0,1.0,5.0,3,1,1.0,f,Ward 77,Entire rental unit,7.273092595999522
2,1.0,0.0,1.0,5.0,3,1,1.0,f,Ward 54,Entire rental unit,6.962243464266207
2,1.0,1.0,1.0,4.748571428571428,178,12,1.0,f,Ward 115,Entire condo,7.132497551660044
2,1.0,1.0,1.0,4.942857142857143,5,1,1.0,f,Ward 3,Entire home,6.373319789577012
2,1.0,1.0,1.0,4.908571428571428,49,6,1.0,f,Ward 74,Room in boutique hotel,7.994294986415977
3,1.5,2.0,2.0,4.857142857142857,43,4,1.0,t,Ward 1,Entire condo,6.75343791859778
5,3.0,3.0,3.0,4.867142857142857,226,2,1.0,t,Ward 54,Entire townhouse,8.17695386822578
4,1.0,2.0,2.0,4.862857142857144,50,3,1.0,f,Ward 115,Entire rental unit,7.48605261786314
2,1.0,1.0,1.0,4.91857142857143,92,2,1.0,t,Ward 115,Entire rental unit,7.00397413672268
6,3.0,3.0,3.0,5.0,1,1,0.1,f,Ward 107,Entire villa,8.160803920954665
8,2.0,4.0,4.0,4.79,8,38,1.0,t,Ward 77,Entire home,8.640825751861513
2,1.0,0.0,1.0,4.667142857142857,37,2,1.0,f,Ward 115,Entire rental unit,7.037905963447182
3,1.0,2.0,2.0,4.914285714285714,24,1,1.0,t,Ward 57,Entire home,6.952728644624869
1,2.0,1.0,1.0,4.857142857142857,2,31,1.0,t,Ward 57,Private room in home,5.786897381366708
2,1.0,0.0,1.0,4.464285714285714,4,1,1.0,f,Ward 54,Entire rental unit,7.278628942320682
2,1.0,1.0,1.0,4.502857142857143,8,5,1.0,f,Ward 54,Entire rental unit,7.598399329323964
2,1.0,1.0,1.0,4.918571428571428,14,4,1.0,t,Ward 113,Tiny home,6.760414691083428
4,1.5,2.0,1.0,4.647142857142858,23,3,1.0,f,Ward 64,Entire condo,7.313886831633462
3,1.0,1.0,2.0,4.9399999999999995,16,2,1.0,t,Ward 115,Entire rental unit,7.347943823148687
10,4.0,6.0,7.0,4.892857142857143,4,1,0.0,f,Ward 71,Entire home,8.507344855361422
2,1.5,1.0,1.0,4.708571428571429,46,17,1.0,t,Ward 77,Private room in home,6.7226297948554485
4,2.0,2.0,2.0,5.0,2,38,0.98,f,Ward 77,Entire rental unit,7.975908360165538
2,1.0,2.0,3.0,4.9,7,1,1.0,f,Ward 115,Entire rental unit,6.8679744089702925
6,3.0,3.0,4.0,4.571428571428571,1,42,1.0,f,Ward 115,Entire rental unit,9.651751606857816
4,2.0,2.0,2.0,4.988571428571428,13,1,1.0,f,Ward 70,Entire rental unit,7.5251007461258
3,1.0,2.0,3.0,4.912857142857143,96,4,1.0,t,Ward 64,Entire condo,7.273092595999522
4,2.5,2.0,2.0,4.972857142857143,21,1,1.0,f,Ward 74,Entire vacation home,8.400209835930418
2,1.0,1.0,1.0,4.668571428571428,3,3,0.86,f,Ward 54,Entire rental unit,6.745236349484363
4,1.0,2.0,3.0,5.0,1,1,1.0,t,Ward 23,Entire rental unit,7.43307534889858
2,1.0,1.0,1.0,4.894285714285714,15,2,1.0,f,Ward 64,Entire rental unit,6.898714534329988
4,1.0,2.0,3.0,4.371428571428571,10,1,1.0,f,Ward 102,Entire rental unit,6.703188113240863
2,1.0,1.0,1.0,4.715714285714285,13,18,1.0,f,Ward 64,Private room in townhouse,5.638354669333745
2,1.0,1.0,1.0,4.785714285714286,2,3,0.5,f,Ward 74,Private room in home,6.440946540632921
2,1.0,1.0,1.0,4.921428571428572,9,2,1.0,f,Ward 115,Entire rental unit,7.418180822726788
2,1.0,1.0,1.0,4.982857142857143,8,49,1.0,f,Ward 54,Entire rental unit,8.428580533059634
2,1.0,0.0,2.0,4.857142857142857,26,2,1.0,t,Ward 77,Entire rental unit,6.75343791859778
1,1.0,1.0,1.0,5.0,1,1,0.8,f,Ward 1,Private room in rental unit,7.3783837129967145
2,1.0,1.0,1.0,4.968571428571429,27,32,1.0,t,Ward 54,Entire rental unit,7.640123172695364
8,4.5,4.0,4.0,4.751428571428572,58,1,1.0,f,Ward 74,Entire villa,8.257904193465674
1,1.0,1.0,1.0,4.742857142857143,5,2,1.0,f,Ward 58,Entire guest suite,5.6240175061873385
2,1.0,1.0,1.0,4.878571428571428,75,3,1.0,t,Ward 62,Entire guest suite,7.091742115095153
6,2.0,3.0,3.0,4.5928571428571425,109,2,1.0,t,Ward 77,Entire rental unit,8.210124405164267
3,1.0,1.0,1.0,4.8757142857142854,32,4,1.0,t,Ward 57,Entire loft,7.62608275807238
6,2.0,3.0,3.0,4.945714285714286,22,1,1.0,f,Ward 107,Entire home,7.576097340623111
2,1.0,1.0,1.0,4.832857142857143,163,3,1.0,t,Ward 115,Entire condo,7.215975002651466
2,1.0,1.0,1.0,4.922857142857143,92,2,1.0,f,Ward 62,Private room in home,6.964135612418245
6,3.0,3.0,6.0,4.821428571428571,4,2,1.0,f,Ward 69,Entire home,8.132412674500905
8,5.5,4.0,4.0,5.0,1,1,1.0,f,Ward 77,Entire villa,9.746892220313054
3,1.0,1.0,2.0,4.692857142857142,46,2,1.0,f,Ward 115,Entire loft,6.7226297948554485
6,1.0,3.0,3.0,4.932857142857143,13,2,1.0,t,Ward 57,Entire home,6.852242569051878
2,1.0,1.0,1.0,4.912857142857143,40,1,1.0,t,Ward 59,Entire home,6.580639137284949
4,1.0,2.0,3.0,4.804285714285713,153,10,1.0,t,Ward 64,Entire rental unit,7.829630389150193
4,2.5,2.0,2.0,4.741428571428572,37,2,0.82,f,Ward 115,Entire rental unit,7.689828668736484
2,1.5,1.0,1.0,4.674285714285714,182,5,0.98,f,Ward 10,Entire rental unit,6.2166061010848646
10,5.0,5.0,5.0,4.952857142857143,17,2,1.0,t,Ward 54,Entire villa,9.842197084093021
2,1.0,1.0,1.0,4.942857142857143,24,2,1.0,f,Ward 77,Entire rental unit,6.55250788703459
