accommodates,bathrooms,bedrooms,beds,avg_rating,calculated_host_listings_count,host_response_rate,avg_price,minimum_nights,availability_rate,days_since_last_review,number_of_reviews,host_is_superhost,neighbourhood_cleansed,property_type,occupancy
8,4.0,5.0,5.0,4.7871428571428565,2,1.0,6000.0,7,0.9972602739726028,85.0,12,t,Ward 59,Entire home,14
2,1.0,1.0,1.0,4.895714285714285,3,1.0,1250.0,5,0.2493150684931507,69.0,8,t,Ward 115,Entire rental unit,70
2,1.0,1.0,1.0,4.757142857142858,101,1.0,1500.0,2,0.9534246575342465,32.0,10,f,Ward 59,Entire rental unit,60
1,1.0,1.0,1.0,4.871428571428572,3,1.0,600.0,2,0.5753424657534246,92.0,20,t,Ward 74,Private room in home,66
1,1.0,1.0,1.0,4.7700000000000005,5,1.0,900.0,1,1.0,17.0,8,f,Ward 113,Entire rental unit,48
2,1.0,2.0,1.0,4.675714285714285,3,1.0,1250.0,1,0.3726027397260274,44.0,26,f,Ward 115,Private room in bed and breakfast,12
6,2.0,2.0,3.0,4.964285714285714,1,1.0,1000.0,2,0.6520547945205479,18.0,4,f,Ward 64,Entire home,24
4,1.5,2.0,3.0,4.921428571428572,5,1.0,4900.0,3,0.9287671232876712,14.0,9,t,Ward 54,Entire rental unit,54
4,2.0,2.0,2.0,5.0,6,0.5,2500.0,7,0.9726027397260274,71.0,1,f,Ward 107,Entire rental unit,14
2,1.0,1.0,2.0,4.855714285714286,3,1.0,1490.0,1,0.030136986301369864,23.0,15,t,Ward 61,Private room in home,12
4,2.0,2.0,3.0,4.594285714285713,1,1.0,1500.0,3,0.9698630136986301,10.0,19,f,Ward 115,Room in serviced apartment,30
6,2.0,3.0,3.0,5.0,38,0.98,10000.0,3,0.4602739726027397,167.0,4,f,Ward 77,Entire home,6
2,1.0,1.0,1.0,4.4885714285714275,49,1.0,1495.0,2,0.9643835616438357,14.0,19,f,Ward 57,Entire rental unit,72
6,3.0,3.0,5.0,4.811428571428572,2,1.0,3000.0,2,0.915068493150685,24.0,3,f,Ward 54,Entire townhouse,18
4,2.0,2.0,2.0,4.7,1,1.0,2950.0,2,0.005479452054794521,21.0,82,f,Ward 115,Entire home,48
4,2.0,2.0,2.0,4.667142857142857,3,1.0,1500.0,2,0.8849315068493151,38.0,3,f,Ward 107,Entire guest suite,6
4,2.0,2.0,3.0,4.747142857142856,2,1.0,1950.0,1,0.6273972602739726,127.0,60,t,Ward 64,Entire home,24
16,7.0,6.0,9.0,4.867142857142857,2,1.0,16000.0,2,0.9205479452054794,69.0,15,f,Ward 115,Entire home,24
2,1.0,1.0,1.0,4.731428571428571,38,1.0,2160.0,2,0.9753424657534246,31.0,17,t,Ward 64,Entire serviced apartment,36
1,1.5,1.0,1.0,5.0,1,0.1,420.0,1,0.8904109589041096,706.0,1,f,Ward 107,Private room in home,0
2,1.0,1.0,1.0,4.224285714285714,145,0.99,1515.0,1,0.9506849315068493,19.0,7,f,Ward 54,Entire rental unit,42
2,1.0,1.0,1.0,4.938571428571429,2,1.0,550.0,1,0.9452054794520548,3.0,58,t,Ward 84,Private room in home,132
2,1.0,1.0,1.0,4.771428571428571,1,1.0,900.0,4,0.46301369863013697,13.0,25,f,Ward 54,Entire condo,56
2,1.0,1.0,1.0,4.882857142857143,10,1.0,1750.0,2,0.09315068493150686,31.0,27,t,Ward 54,Entire serviced apartment,42
2,0.5,1.0,1.0,5.0,16,1.0,1250.0,3,0.21643835616438356,43.0,1,f,Ward 115,Entire rental unit,6
2,1.0,1.0,1.0,4.821428571428571,2,1.0,480.0,2,0.6520547945205479,8.0,43,f,Ward 100,Entire rental unit,222
4,2.0,2.0,2.0,4.682857142857142,16,1.0,3000.0,2,0.5397260273972603,14.0,19,t,Ward 115,Entire rental unit,114
4,2.0,2.0,3.0,4.93,1,1.0,1490.0,5,0.7753424657534247,0.0,8,f,Ward 85,Entire rental unit,70
4,2.0,2.0,2.0,4.934285714285714,60,1.0,4500.0,3,0.6520547945205479,17.0,42,t,Ward 115,Entire rental unit,216
2,1.0,1.0,1.0,4.897142857142858,3,0.8,1084.0,2,0.947945205479452,12.0,69,t,Ward 64,Entire condo,42
2,1.0,1.0,1.0,4.854285714285714,1,1.0,4500.0,2,0.8876712328767123,3.0,37,t,Ward 54,Entire condo,156
4,1.0,1.0,1.0,4.905714285714287,7,1.0,1500.0,1,0.6657534246575343,2383.0,3,f,Ward 115,Private room in bed and breakfast,0
4,1.5,1.0,4.0,4.815714285714286,3,1.0,890.0,2,0.9643835616438357,438.0,56,t,Ward 64,Entire guesthouse,0
5,2.0,2.0,4.0,4.9399999999999995,20,1.0,2410.0,1,0.6712328767123288,29.0,16,t,Ward 74,Entire cottage,12
4,2.0,2.0,3.0,4.9557142857142855,45,0.98,6500.0,3,0.7287671232876712,17.0,98,t,Ward 54,Entire condo,96
5,2.5,2.0,2.0,4.768571428571429,1,1.0,1600.0,2,0.8876712328767123,65.0,33,t,Ward 107,Entire rental unit,48
2,1.0,1.0,2.0,4.908571428571428,3,1.0,754.0,2,0.7589041095890411,42.0,105,t,Ward 61,Entire guesthouse,60
2,1.0,1.0,1.0,4.868571428571428,9,1.0,1400.0,2,0.6986301369863014,12.0,14,t,Ward 54,Private room in guest suite,78
1,3.0,1.0,1.0,4.714285714285714,31,1.0,365.0,5,0.936986301369863,518.0,5,t,Ward 57,Private room in home,0
1,1.0,1.0,1.0,4.9399999999999995,3,1.0,440.0,3,0.37534246575342467,411.0,14,f,Ward 113,Private room in home,0
4,2.0,2.0,2.0,4.228571428571429,1,1.0,2900.0,2,0.9643835616438357,19.0,5,f,Ward 115,Entire rental unit,30
2,1.0,1.0,1.0,4.9157142857142855,5,1.0,1327.0,3,0.9315068493150684,0.0,267,t,Ward 54,Entire rental unit,156
2,1.0,1.0,1.0,4.957142857142857,2,1.0,35.0,2,0.9041095890410958,14.0,72,f,Ward 61,Entire rental unit,162
2,1.0,1.0,1.0,4.78,1,1.0,900.0,2,0.4575342465753425,15.0,53,t,Ward 74,Entire home,84
2,1.0,1.0,1.0,3.9185714285714286,181,0.99,6000.0,4,0.9835616438356164,77.0,7,f,Ward 115,Entire rental unit,56
8,3.5,4.0,4.0,4.885714285714286,76,1.0,12000.0,4,0.5123287671232877,14.0,5,t,Ward 54,Entire home,16
2,1.5,1.0,1.0,4.892857142857143,1,1.0,350.0,2,0.12876712328767123,1137.0,28,f,Ward 64,Private room in home,0
4,1.0,2.0,2.0,3.4285714285714284,2,0.8,2600.0,1,0.9945205479452055,44.0,2,f,Ward 59,Entire rental unit,12
2,1.0,1.0,1.0,1.0,1,0.5,500.0,1,1.0,44.0,1,f,Ward 22,Private room in rental unit,6
7,2.5,3.0,4.0,5.0,1,1.0,7000.0,7,0.9917808219178083,449.0,1,f,Ward 23,Entire home,0
3,1.0,1.0,1.0,4.932857142857143,3,1.0,1250.0,3,0.4465753424657534,109.0,36,t,Ward 77,Entire serviced apartment,6
2,1.0,0.0,1.0,4.895714285714285,3,1.0,2000.0,3,0.42191780821917807,20.0,8,t,Ward 115,Entire rental unit,18
5,2.5,2.0,3.0,4.935714285714285,1,0.89,1500.0,2,0.7917808219178082,51.0,18,f,Ward 100,Entire home,6
2,1.0,1.0,2.0,4.782857142857144,1,1.0,1000.0,3,0.6493150684931507,34.0,39,t,Ward 115,Entire rental unit,54
4,1.0,2.0,2.0,5.0,1,1.0,2750.0,2,0.958904109589041,3.0,1,f,Ward 115,Entire rental unit,6
2,1.0,1.0,2.0,4.938571428571428,1,1.0,931.0,2,0.8876712328767123,38.0,56,t,Ward 4,Entire rental unit,216
6,3.5,3.0,3.0,4.901428571428572,14,0.96,6000.0,4,0.6794520547945205,8.0,89,f,Ward 54,Entire serviced apartment,168
4,1.0,2.0,2.0,4.411428571428571,1,1.0,1400.0,1,0.9315068493150684,9.0,17,f,Ward 115,Entire rental unit,24
4,2.0,2.0,2.0,4.710000000000001,1,1.0,3000.0,3,0.8767123287671232,28.0,71,f,Ward 115,Entire rental unit,90
8,3.0,4.0,6.0,4.888571428571429,1,1.0,3000.0,5,0.3698630136986301,50.0,21,f,Ward 100,Entire home,30
5,2.0,2.0,4.0,4.8100000000000005,2,1.0,900.0,2,0.7506849315068493,94.0,12,f,Ward 74,Entire condo,24
2,1.0,1.0,1.0,4.8428571428571425,1,1.0,540.0,1,0.19452054794520549,65.0,20,t,Ward 100,Entire home,66
2,1.0,1.0,1.0,4.7871428571428565,13,1.0,900.0,2,0.3315068493150685,9.0,8,t,Ward 54,Entire rental unit,48
6,2.0,3.0,9.0,4.878571428571429,5,1.0,2400.0,3,0.5671232876712329,46.0,84,t,Ward 23,Entire condo,174
5,1.5,3.0,4.0,4.817142857142858,1,1.0,65.0,3,0.06301369863013699,18.0,156,t,Ward 64,Entire cottage,12
2,1.0,1.0,2.0,4.357142857142857,3,0.8,1650.0,2,0.9945205479452055,73.0,2,f,Ward 69,Entire home,6
4,1.0,2.0,2.0,4.984285714285714,1,1.0,1350.0,2,0.3835616438356164,17.0,9,f,Ward 58,Entire rental unit,54
2,1.0,1.0,2.0,5.0,3,1.0,695.0,2,0.9095890410958904,338.0,2,f,Ward 21,Private room in bed and breakfast,6
4,1.0,2.0,2.0,4.735714285714286,1,1.0,2750.0,1,0.7123287671232876,13.0,6,f,Ward 115,Entire serviced apartment,24
4,1.0,2.0,3.0,4.828571428571429,94,1.0,2284.0,1,0.8136986301369863,98.0,10,f,Ward 107,Entire rental unit,24
2,1.0,1.0,1.0,4.871428571428572,6,1.0,700.0,4,0.2410958904109589,73.0,30,f,Ward 23,Entire guest suite,24
2,1.0,2.0,3.0,5.0,1,1.0,1050.0,5,0.5616438356164384,136.0,4,f,Ward 77,Entire rental unit,10
4,2.0,2.0,3.0,4.652857142857143,18,1.0,2027.0,1,0.8,339.0,7,f,Ward 107,Entire rental unit,12
8,3.5,5.0,0.0,5.0,1,1.0,18500.0,7,0.8027397260273973,108.0,1,f,Ward 71,Entire home,14
7,2.0,4.0,4.0,4.935714285714285,1,1.0,100.0,4,0.5616438356164384,36.0,11,f,Ward 61,Entire bungalow,16
2,1.0,1.0,1.0,4.968571428571429,1,1.0,850.0,2,0.1780821917808219,13.0,70,t,Ward 77,Private room in townhouse,120
4,1.0,2.0,3.0,3.542857142857143,8,1.0,1324.0,1,0.23013698630136986,11.0,5,t,Ward 23,Entire rental unit,30
2,1.0,1.0,1.0,4.625714285714286,49,1.0,1725.0,2,0.9561643835616438,26.0,71,f,Ward 115,Entire rental unit,210
2,1.0,1.0,1.0,4.822857142857143,32,1.0,2000.0,2,0.8328767123287671,36.0,22,t,Ward 54,Entire rental unit,60
2,1.0,1.0,1.0,4.901428571428572,1,1.0,750.0,2,0.9232876712328767,9.0,79,t,Ward 59,Entire rental unit,174
2,1.0,1.0,1.0,5.0,4,1.0,1650.0,1,0.9972602739726028,80.0,2,f,Ward 105,Private room in farm stay,6
4,1.0,2.0,2.0,4.901428571428572,32,1.0,1400.0,3,0.7561643835616438,17.0,22,t,Ward 77,Entire home,114
6,2.5,3.0,5.0,4.917142857142857,1,1.0,15000.0,1,0.6493150684931507,72.0,19,t,Ward 54,Entire home,30
6,4.0,3.0,3.0,4.921428571428572,12,1.0,6800.0,2,0.8712328767123287,14.0,83,t,Ward 54,Entire villa,72
2,1.0,0.0,1.0,4.865714285714286,1,0.86,1200.0,2,0.9342465753424658,13.0,186,f,Ward 115,Entire rental unit,126
2,1.0,1.0,1.0,4.604285714285714,6,1.0,1899.0,2,0.8246575342465754,5.0,21,f,Ward 115,Entire rental unit,126
2,1.0,1.0,1.0,4.87,6,1.0,3700.0,1,0.2054794520547945,49.0,59,f,Ward 74,Room in boutique hotel,24
2,1.0,1.0,1.0,4.7942857142857145,15,1.0,1122.0,1,0.3506849315068493,82.0,7,f,Ward 115,Entire rental unit,6
4,1.5,2.0,3.0,4.49,2,0.9,180.0,2,0.9917808219178083,374.0,7,f,Ward 115,Entire serviced apartment,0
2,1.0,1.0,1.0,4.837142857142857,1,1.0,1150.0,2,0.8684931506849315,11.0,58,t,Ward 55,Entire rental unit,78
6,3.0,3.0,3.0,4.398571428571429,1,1.0,8500.0,2,0.9561643835616438,75.0,15,f,Ward 115,Entire rental unit,90
2,1.0,1.0,1.0,5.0,1,1.0,700.0,2,0.1506849315068493,37.0,3,f,Ward 23,Entire guest suite,18
1,1.0,1.0,1.0,4.891428571428571,1,1.0,275.0,2,0.9424657534246575,24.0,87,t,Ward 105,Entire guest suite,144
4,2.0,2.0,3.0,4.925714285714285,2,1.0,3950.0,2,0.9972602739726028,41.0,19,f,Ward 115,Entire rental unit,6
4,1.0,2.0,3.0,4.721428571428572,16,1.0,1200.0,2,0.29863013698630136,21.0,24,f,Ward 83,Entire rental unit,36
2,1.0,1.0,1.0,4.817142857142857,4,1.0,950.0,4,0.9972602739726028,403.0,18,f,Ward 69,Entire rental unit,0
6,2.0,3.0,3.0,4.760000000000001,94,1.0,3106.0,1,0.9123287671232877,23.0,13,f,Ward 23,Entire home,54
6,2.0,3.0,4.0,4.825714285714286,18,1.0,2420.0,2,0.8904109589041096,385.0,9,t,Ward 115,Entire townhouse,0
2,1.0,1.0,1.0,4.628571428571428,12,1.0,1500.0,2,0.873972602739726,35.0,5,t,Ward 77,Entire rental unit,30
2,1.0,0.0,1.0,4.771428571428572,2,1.0,1820.0,2,0.9287671232876712,26.0,10,f,Ward 55,Entire rental unit,60
4,1.0,1.0,1.0,4.978571428571428,1,1.0,750.0,2,0.410958904109589,31.0,33,f,Ward 105,Entire rental unit,36
3,1.0,2.0,2.0,4.857142857142857,2,1.0,800.0,1,0.4465753424657534,5.0,6,f,Ward 107,Entire rental unit,18
8,4.0,4.0,1.0,5.0,1,1.0,4950.0,2,0.18904109589041096,23.0,1,t,Ward 23,Entire home,6
2,1.0,1.0,1.0,4.971428571428571,1,1.0,1300.0,2,0.9863013698630136,9.0,5,f,Ward 23,Entire rental unit,30
6,1.5,2.0,2.0,4.905714285714287,1,0.0,3400.0,72,0.9917808219178083,383.0,3,f,Ward 115,Entire condo,0
15,3.0,6.0,5.0,4.457142857142857,1,1.0,1453.0,2,0.6684931506849315,325.0,5,f,Ward 27,Entire home,12
2,1.0,0.0,1.0,4.857142857142857,5,1.0,1200.0,5,0.3095890410958904,22.0,9,t,Ward 115,Entire rental unit,90
2,1.0,0.0,1.0,4.877142857142857,1,1.0,1700.0,1,0.8191780821917808,44.0,7,f,Ward 54,Entire rental unit,42
2,1.0,1.0,1.0,4.982857142857143,2,1.0,670.0,4,0.049315068493150684,123.0,23,t,Ward 77,Entire rental unit,24
4,1.0,2.0,2.0,4.607142857142857,11,1.0,1200.0,3,0.3643835616438356,48.0,4,f,Ward 23,Entire rental unit,6
4,2.0,2.0,2.0,4.8757142857142854,40,1.0,1600.0,3,0.2136986301369863,23.0,38,f,Ward 115,Entire rental unit,102
2,1.0,0.0,1.0,4.737142857142857,3,1.0,45.0,2,0.8904109589041096,926.0,6,f,Ward 100,Entire rental unit,0
2,1.0,1.0,1.0,4.612857142857144,1,1.0,650.0,15,0.42191780821917807,96.0,21,f,Ward 77,Entire guesthouse,30
4,2.0,2.0,3.0,4.627142857142857,101,1.0,1210.0,2,0.947945205479452,226.0,52,f,Ward 57,Entire rental unit,6
2,1.0,1.0,1.0,4.805714285714286,2,1.0,1800.0,2,0.6958904109589041,26.0,44,f,Ward 84,Entire guesthouse,36
5,2.0,3.0,3.0,4.987142857142857,2,1.0,3500.0,3,0.6109589041095891,23.0,31,t,Ward 61,Entire home,30
2,1.0,1.0,1.0,4.851428571428571,1,1.0,540.0,1,0.19452054794520549,44.0,102,t,Ward 102,Private room in rental unit,174
2,1.0,1.0,1.0,4.895714285714285,5,1.0,2200.0,3,0.4438356164383562,9.0,109,t,Ward 77,Entire rental unit,48
2,1.0,1.0,1.0,5.0,1,1.0,650.0,2,0.4767123287671233,94.0,2,f,Ward 53,Entire rental unit,12
2,1.0,1.0,1.0,4.654285714285715,35,0.99,1265.0,2,0.947945205479452,15.0,57,f,Ward 115,Entire rental unit,84
2,1.0,1.0,1.0,4.9799999999999995,1,1.0,600.0,2,0.6684931506849315,3.0,14,f,Ward 69,Private room in home,84
4,2.0,2.0,2.0,4.722857142857143,16,1.0,1000.0,2,0.7643835616438356,38.0,169,t,Ward 115,Entire condo,138
4,2.0,2.0,4.0,4.714285714285714,4,0.8,2500.0,2,0.9945205479452055,835.0,4,f,Ward 73,Entire guest suite,0
2,1.0,1.0,1.0,4.87,1,1.0,600.0,2,0.9424657534246575,10.0,19,t,Ward 113,Entire guest suite,102
1,1.0,1.0,2.0,4.924285714285714,2,1.0,500.0,1,0.6383561643835617,165.0,15,f,Ward 77,Entire guest suite,6
2,1.0,1.0,1.0,4.799999999999999,1,1.0,750.0,5,0.3835616438356164,23.0,18,t,Ward 55,Entire rental unit,100
3,1.0,1.0,2.0,4.7700000000000005,71,1.0,1150.0,2,0.42191780821917807,15.0,84,t,Ward 115,Entire rental unit,180
4,2.0,2.0,1.0,4.738571428571428,1,1.0,1750.0,2,0.08493150684931507,22.0,32,t,Ward 115,Entire condo,66
2,1.0,1.0,1.0,4.7057142857142855,3,1.0,750.0,3,0.8794520547945206,730.0,13,f,Ward 61,Entire rental unit,0
2,2.0,3.0,4.0,4.714285714285714,4,1.0,300.0,4,0.0,271.0,7,f,Ward 56,Private room in home,16
2,1.0,1.0,1.0,4.924285714285714,3,1.0,800.0,2,0.873972602739726,5.0,258,t,Ward 69,Entire guest suite,174
8,3.0,3.0,4.0,5.0,1,1.0,4000.0,4,0.3424657534246575,72.0,1,f,Ward 59,Entire home,8
2,1.0,1.0,1.0,4.7871428571428565,28,0.91,650.0,1,0.024657534246575342,16.0,107,f,Ward 115,Entire rental unit,210
2,0.5,1.0,1.0,5.0,5,1.0,975.0,1,0.9068493150684932,38.0,2,f,Ward 2,Private room in guesthouse,12
4,2.0,2.0,2.0,4.63,19,0.98,1897.0,2,0.9232876712328767,315.0,12,f,Ward 115,Entire rental unit,6
2,1.0,1.0,1.0,4.718571428571429,7,0.67,1800.0,1,0.958904109589041,386.0,69,f,Ward 54,Private room in home,0
4,1.5,2.0,3.0,4.921428571428571,2,1.0,5000.0,2,0.12602739726027398,17.0,39,t,Ward 61,Entire home,234
6,2.0,3.0,3.0,5.0,1,1.0,3500.0,2,0.9561643835616438,76.0,3,f,Ward 84,Entire home,12
2,1.0,1.0,1.0,4.951428571428572,2,1.0,1600.0,2,0.4602739726027397,139.0,82,t,Ward 77,Entire guest suite,186
2,1.0,1.0,1.0,4.905714285714287,2,1.0,850.0,1,0.8876712328767123,57.0,73,t,Ward 83,Entire guest suite,42
14,8.5,7.0,1.0,5.0,10,1.0,26000.0,10,0.9698630136986301,41.0,1,f,Ward 64,Entire home,20
4,1.0,2.0,2.0,4.614285714285715,2,1.0,1300.0,1,0.6438356164383562,39.0,10,t,Ward 103,Entire rental unit,6
2,1.0,1.0,1.0,5.0,6,1.0,750.0,1,0.5397260273972603,290.0,1,f,Ward 23,Entire rental unit,6
2,1.0,0.0,1.0,5.0,18,1.0,3500.0,2,0.9671232876712329,4.0,2,t,Ward 115,Entire rental unit,12
5,3.0,3.0,3.0,4.975714285714285,1,1.0,1800.0,3,0.9178082191780822,76.0,6,f,Ward 57,Entire home,36
4,2.0,2.0,4.0,4.819999999999999,13,1.0,1500.0,5,0.6657534246575343,47.0,52,t,Ward 54,Entire rental unit,30
6,3.5,3.0,4.0,4.821428571428571,1,1.0,6000.0,5,0.9808219178082191,78.0,4,f,Ward 59,Entire home,10
2,1.0,1.0,1.0,4.912857142857143,1,1.0,600.0,2,0.9671232876712329,11.0,47,t,Ward 64,Entire guest suite,72
2,1.0,1.0,1.0,4.811428571428571,30,1.0,2500.0,2,0.8136986301369863,31.0,3,f,Ward 115,Entire rental unit,12
6,3.0,3.0,5.0,4.927142857142857,1,0.7,4000.0,3,0.947945205479452,69.0,48,f,Ward 61,Entire home,36
8,3.0,4.0,4.0,5.0,1,0.71,9000.0,8,0.9808219178082191,67.0,1,f,Ward 58,Entire home,16
6,1.0,3.0,3.0,4.911428571428571,1,1.0,3150.0,5,0.8958904109589041,31.0,8,f,Ward 73,Entire home,20
4,2.0,2.0,2.0,4.948571428571428,9,0.98,2450.0,2,0.4794520547945205,1.0,68,t,Ward 115,Entire rental unit,255
2,1.0,1.0,1.0,4.828571428571429,1,0.0,1300.0,2,0.4904109589041096,768.0,10,f,Ward 1,Entire rental unit,0
2,1.0,1.0,1.0,5.0,1,1.0,1000.0,1,0.8657534246575342,3.0,6,f,Ward 54,Entire rental unit,36
4,2.0,2.0,2.0,4.892857142857143,126,1.0,2360.0,2,0.8904109589041096,3.0,20,t,Ward 115,Entire rental unit,120
2,1.0,1.0,1.0,4.857142857142857,1,0.1,728.0,2,0.9863013698630136,744.0,4,f,Ward 107,Entire rental unit,0
2,1.0,1.0,1.0,4.910000000000001,1,1.0,950.0,3,0.1863013698630137,33.0,124,t,Ward 64,Entire guest suite,72
8,4.0,4.0,5.0,4.571428571428571,4,1.0,20000.0,1,0.947945205479452,385.0,1,t,Ward 74,Entire rental unit,0
2,1.0,1.0,0.0,4.909999999999999,6,1.0,775.0,1,0.06301369863013699,12.0,85,t,Ward 115,Entire rental unit,255
4,1.0,2.0,2.0,4.214285714285714,49,1.0,4000.0,5,0.33972602739726027,360.0,2,f,Ward 23,Entire rental unit,10
2,1.0,0.0,1.0,4.935714285714285,1,1.0,850.0,2,0.44931506849315067,5.0,179,t,Ward 59,Entire guesthouse,132
4,2.0,2.0,2.0,4.308571428571429,1,1.0,1700.0,2,0.9315068493150684,30.0,25,f,Ward 107,Entire rental unit,30
6,1.5,3.0,1.0,4.857142857142857,6,1.0,4500.0,1,0.7589041095890411,486.0,2,t,Ward 23,Private room in rental unit,0
4,2.0,2.0,2.0,4.952857142857143,6,1.0,1400.0,2,0.13150684931506848,15.0,3,f,Ward 23,Entire home,18
2,1.0,1.0,1.0,4.924285714285714,2,1.0,791.0,7,0.3698630136986301,12.0,24,t,Ward 115,Entire condo,56
15,4.5,6.0,11.0,4.8,4,1.0,4000.0,4,0.07945205479452055,442.0,5,t,Ward 74,Entire home,0
2,1.0,1.0,1.0,4.78,40,1.0,500.0,3,0.4465753424657534,71.0,56,f,Ward 57,Entire condo,42
14,6.5,6.0,8.0,4.927142857142857,1,1.0,8500.0,5,0.5506849315068493,1.0,46,t,Ward 74,Entire villa,150
4,1.0,2.0,3.0,5.0,51,1.0,1656.0,2,0.2136986301369863,18.0,6,t,Ward 61,Entire home,30
6,4.5,4.0,4.0,4.858571428571429,4,1.0,10000.0,2,0.0,1167.0,3,t,Ward 54,Entire home,0
2,1.0,1.0,1.0,4.932857142857143,1,1.0,1850.0,2,0.7890410958904109,21.0,94,t,Ward 115,Private room in vacation home,240
1,1.0,0.0,1.0,4.877142857142857,1,1.0,370.0,5,0.1780821917808219,15.0,93,t,Ward 64,Entire guest suite,120
2,1.0,1.0,1.0,4.928571428571429,1,1.0,680.0,5,0.947945205479452,21.0,31,t,Ward 73,Entire guest suite,40
3,1.0,1.0,2.0,4.712857142857142,2,1.0,1000.0,2,0.726027397260274,16.0,42,f,Ward 74,Entire cottage,78
9,2.0,4.0,4.0,4.848571428571428,2,1.0,2000.0,3,0.23013698630136986,108.0,14,f,Ward 113,Entire home,66
2,1.0,1.0,1.0,4.252857142857143,1,1.0,1300.0,5,0.2273972602739726,10.0,8,f,Ward 115,Entire loft,40
2,1.0,1.0,1.0,4.887142857142857,1,1.0,1196.0,1,0.5589041095890411,13.0,39,t,Ward 115,Entire condo,66
2,1.0,1.0,1.0,4.910000000000001,1,1.0,786.0,1,0.8054794520547945,7.0,185,t,Ward 115,Entire rental unit,234
4,2.0,2.0,2.0,4.53,3,1.0,2400.0,2,0.6164383561643836,57.0,7,f,Ward 115,Entire rental unit,42
2,1.5,1.0,1.0,4.572857142857144,10,1.0,1265.0,1,0.4931506849315068,46.0,3,f,Ward 74,Entire rental unit,18
2,1.0,1.0,1.0,4.285714285714286,1,1.0,850.0,2,0.0410958904109589,109.0,2,f,Ward 115,Entire rental unit,12
6,2.5,3.0,3.0,4.781428571428571,7,1.0,7000.0,2,0.5013698630136987,4.0,26,f,Ward 54,Entire villa,132
4,1.0,2.0,4.0,4.945714285714286,1,1.0,600.0,2,0.03561643835616438,64.0,19,f,Ward 57,Entire home,18
5,2.0,4.0,5.0,4.841428571428572,3,1.0,1600.0,4,0.41643835616438357,4.0,30,t,Ward 57,Entire home,88
2,1.0,1.0,1.0,4.761428571428572,1,1.0,700.0,2,0.7178082191780822,4.0,52,f,Ward 59,Private room in guesthouse,66
4,2.0,2.0,2.0,4.942857142857143,1,1.0,1990.0,2,0.7835616438356164,86.0,5,f,Ward 107,Entire home,24
2,1.5,1.0,1.0,4.285714285714286,1,0.75,950.0,3,0.7178082191780822,3.0,4,f,Ward 115,Entire condo,12
6,3.0,3.0,3.0,4.872857142857143,1,1.0,4100.0,2,0.8191780821917808,16.0,148,t,Ward 115,Entire rental unit,138
2,1.0,1.0,1.0,4.371428571428572,25,0.84,989.0,1,0.4931506849315068,14.0,5,f,Ward 115,Entire rental unit,30
5,1.5,3.0,5.0,4.971428571428571,1,1.0,3800.0,2,0.947945205479452,11.0,5,f,Ward 61,Entire home,30
2,1.0,1.0,1.0,4.642857142857143,1,1.0,1700.0,2,0.9397260273972603,28.0,2,f,Ward 115,Entire rental unit,12
10,4.5,5.0,6.0,4.875714285714286,14,0.96,10000.0,4,0.5589041095890411,23.0,15,f,Ward 74,Entire home,32
4,2.0,2.0,2.0,4.71,37,1.0,1992.0,1,0.873972602739726,2.0,36,f,Ward 115,Entire rental unit,216
2,1.0,1.0,1.0,4.831428571428572,3,1.0,933.0,1,0.7178082191780822,47.0,61,t,Ward 64,Entire home,72
12,4.0,6.0,6.0,4.784285714285714,181,0.99,10000.0,3,0.8493150684931506,7.0,74,f,Ward 54,Entire villa,54
8,4.0,4.0,6.0,4.914285714285714,1,1.0,395.0,4,0.410958904109589,90.0,16,t,Ward 74,Entire home,24
2,1.0,0.0,1.0,3.4757142857142855,1,1.0,1600.0,2,0.9095890410958904,136.0,3,f,Ward 115,Entire rental unit,18
2,1.0,1.0,1.0,4.75,4,1.0,847.0,3,0.2465753424657534,13.0,4,t,Ward 9,Private room in home,24
4,2.0,2.0,3.0,4.871428571428572,1,1.0,1000.0,3,0.19726027397260273,3.0,81,t,Ward 64,Entire rental unit,84
2,1.0,1.0,1.0,4.015714285714286,1,0.6,350.0,1,0.24383561643835616,40.0,9,f,Ward 49,Private room in home,24
4,1.0,2.0,2.0,4.951428571428571,1,1.0,2900.0,1,0.3287671232876712,30.0,15,t,Ward 77,Entire rental unit,90
10,4.5,5.0,6.0,4.954285714285715,20,1.0,12000.0,3,0.673972602739726,41.0,68,t,Ward 54,Entire home,96
4,2.0,2.0,3.0,4.821428571428571,9,1.0,1447.0,2,0.8602739726027397,28.0,4,f,Ward 85,Entire rental unit,24
2,1.0,1.0,1.0,4.911428571428572,1,1.0,1088.0,2,0.9424657534246575,2.0,43,t,Ward 57,Entire condo,150
2,1.0,1.0,1.0,4.83,1,1.0,750.0,2,0.6575342465753424,33.0,21,f,Ward 8,Entire guest suite,18
4,2.0,2.0,3.0,4.785714285714286,1,1.0,102.0,7,0.29863013698630136,75.0,32,f,Ward 57,Entire home,28
4,2.5,3.0,3.0,4.928571428571429,1,1.0,4000.0,14,0.9945205479452055,94.0,2,f,Ward 84,Entire home,28
6,3.5,3.0,3.0,5.0,45,0.98,20000.0,3,0.9698630136986301,24.0,6,t,Ward 54,Entire townhouse,36
2,1.0,1.0,1.0,4.96,1,1.0,850.0,1,0.4684931506849315,17.0,14,t,Ward 105,Private room in home,84
